resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R4130,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, Java, Deep Learning, Flask, Power BI, TensorFlow

Experience:
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Microsoft Azure","Cloud Computing, Java, Deep Learning, Flask, Power BI, TensorFlow",5,Bachelors,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Developed a web application using Flask and React,Microsoft Azure,ML Engineer,"NLP, React, SQL, Node.js, Python, Cloud Computing, Excel",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: NLP, React, SQL, Node.js, Python, Cloud Computing, Excel.",0.14,1,0,0.488729225,1,1
R4131,"Professional Summary:
Candidate with 8 years of experience.

Skills:
PyTorch, Java, Node.js, Django, C++, Cloud Computing

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization","PyTorch, Java, Node.js, Django, C++, Cloud Computing",8,Bachelors,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,Deep Learning Specialization,Data Analyst,"C++, Node.js, Java, Python, TensorFlow, Cloud Computing, SQL, NLP",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: C++, Node.js, Java, Python, TensorFlow, Cloud Computing, SQL, NLP.",0.5,1,0,0.565367414,1,1
R4132,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Java, Cloud Computing, Data Analysis, NLP

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified","Java, Cloud Computing, Data Analysis, NLP",1,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,AWS Certified,ML Engineer,"SQL, React, PyTorch, C++, TensorFlow",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: SQL, React, PyTorch, C++, TensorFlow.",0,0,1,0.348550376,0,1
R4133,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Deep Learning, Node.js, Power BI, SQL, NLP

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
None","Deep Learning, Node.js, Power BI, SQL, NLP",3,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,None,Backend Developer,"NLP, Django, Cloud Computing, Data Analysis",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: NLP, Django, Cloud Computing, Data Analysis.",0.25,1,0,0.59011348,1,1
R4134,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Cloud Computing, Node.js, React, Docker, Data Analysis, Power BI, Deep Learning

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
None","Cloud Computing, Node.js, React, Docker, Data Analysis, Power BI, Deep Learning",10,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,None,Frontend Developer,"Power BI, Deep Learning, C++",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Power BI, Deep Learning, C++.",0.67,1,1,0.844705081,1,1
R4135,"Professional Summary:
Candidate with 3 years of experience.

Skills:
React, Node.js, Machine Learning, PyTorch, Cloud Computing, Django

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
Microsoft Azure","React, Node.js, Machine Learning, PyTorch, Cloud Computing, Django",3,PhD,Developed a web application using Flask and React,Microsoft Azure,ML Engineer,"Node.js, React, Data Analysis",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: Node.js, React, Data Analysis.",0.67,1,1,0.6215397,1,1
R4136,"Professional Summary:
Candidate with 7 years of experience.

Skills:
React, Django, TensorFlow, C++, SQL, Data Analysis, NLP, PyTorch

Experience:
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","React, Django, TensorFlow, C++, SQL, Data Analysis, NLP, PyTorch",7,PhD,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,Data Analyst,"Machine Learning, SQL, Excel",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Machine Learning, SQL, Excel.",0.33,1,1,0.75196675,1,1
R4137,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Java, TensorFlow, SQL, Power BI

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Java, TensorFlow, SQL, Power BI",10,Masters,Implemented deep learning models using TensorFlow,None,Software Engineer,"Django, Node.js, Python",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Django, Node.js, Python.",0,1,1,0.397059124,0,1
R4138,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Kubernetes, React, Power BI, Flask

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Kubernetes, React, Power BI, Flask",3,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Data Scientist,"Machine Learning, Django, Excel",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: Machine Learning, Django, Excel.",0,1,1,0.599516797,1,1
R4139,"Professional Summary:
Candidate with 2 years of experience.

Skills:
TensorFlow, Node.js, Power BI, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
None","TensorFlow, Node.js, Power BI, Deep Learning",2,Bachelors,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,None,Data Analyst,"Power BI, Python, PyTorch, Docker, React",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Power BI, Python, PyTorch, Docker, React.",0.2,0,0,0.246973529,0,1
R4140,"Professional Summary:
Candidate with 8 years of experience.

Skills:
SQL, TensorFlow, PyTorch

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
None","SQL, TensorFlow, PyTorch",8,Bachelors,Developed a web application using Flask and React,None,Software Engineer,"Power BI, TensorFlow, SQL, NLP, Cloud Computing",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Power BI, TensorFlow, SQL, NLP, Cloud Computing.",0.4,1,0,0.462819278,1,1
R4141,"Professional Summary:
Candidate with 10 years of experience.

Skills:
C++, PyTorch, Flask

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, Google Data Analytics","C++, PyTorch, Flask",10,PhD,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,"Microsoft Azure, Google Data Analytics",ML Engineer,"Cloud Computing, NLP, SQL, Python, Excel",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Cloud Computing, NLP, SQL, Python, Excel.",0,1,1,0.49037288,1,1
R4142,"Professional Summary:
Candidate with 6 years of experience.

Skills:
PyTorch, Cloud Computing, C++, Excel, React

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","PyTorch, Cloud Computing, C++, Excel, React",6,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,ML Engineer,"Kubernetes, Python, Machine Learning",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: Kubernetes, Python, Machine Learning.",0,1,0,0.278325669,0,1
R4143,"Professional Summary:
Candidate with 7 years of experience.

Skills:
PyTorch, Node.js, C++, Cloud Computing, SQL, Flask, Docker

Experience:
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, AWS Certified","PyTorch, Node.js, C++, Cloud Computing, SQL, Flask, Docker",7,Masters,Designed scalable backend systems using Node.js,"NLP Certification, AWS Certified",Software Engineer,"Excel, Data Analysis, PyTorch, SQL, Docker, Node.js",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: Excel, Data Analysis, PyTorch, SQL, Docker, Node.js.",0.67,1,1,0.916122167,1,1
R4144,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Excel, Data Analysis, Cloud Computing, Python

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, Google Data Analytics","Excel, Data Analysis, Cloud Computing, Python",4,PhD,Created interactive dashboards using Power BI,"Microsoft Azure, Google Data Analytics",Backend Developer,"PyTorch, NLP, Excel, Power BI, Deep Learning",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: PyTorch, NLP, Excel, Power BI, Deep Learning.",0.2,1,1,0.755519263,1,1
R4145,"Professional Summary:
Candidate with 7 years of experience.

Skills:
React, Deep Learning, Cloud Computing, Django

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","React, Deep Learning, Cloud Computing, Django",7,Bachelors,Implemented deep learning models using TensorFlow,None,Frontend Developer,"SQL, Java, TensorFlow, Kubernetes, Machine Learning, Cloud Computing",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: SQL, Java, TensorFlow, Kubernetes, Machine Learning, Cloud Computing.",0.17,1,0,0.461603081,1,1
